shelter_id,intake_date,temp,humidity,winddir,visibility
Rochester,2021-01-28,-7.8,71.65,311.6,11.2
Rochester,2021-03-25,15.8,62.23,181.8,16.0
Rochester,2021-07-06,26.4,71.76,256.7,15.9
Rochester,2021-09-29,13.5,71.18,253.2,16.0
Rochester,2021-09-30,12.5,73.01,162.3,15.7
Rochester,2021-07-23,20.2,65.41,230.6,16.0
Rochester,2021-01-01,-0.1,80.0,145.0,14.3
Rochester,2021-04-08,15.5,54.97,137.2,16.0
Rochester,2021-07-15,24.7,70.43,221.4,16.0
Rochester,2021-10-20,16.3,69.8,258.1,16.0
Rochester,2021-12-15,5.3,66.44,176.3,15.3
Rochester,2021-04-15,5.9,75.87,273.5,14.8
Rochester,2021-05-31,14.5,58.07,283.7,16.0
Rochester,2021-10-27,10.5,77.55,102.9,16.0
Rochester,2021-12-28,2.5,78.1,250.2,13.2
Rochester,2021-01-19,-0.9,80.69,255.0,12.0
Rochester,2021-04-25,9.2,64.29,282.3,16.0
Rochester,2021-06-25,24.2,50.5,203.8,16.0
Rochester,2021-01-31,-8.1,71.04,116.1,15.5
Oakland,2021-01-05,11.3,56.25,196.8,16.0
Oakland,2021-03-16,21.3,59.6,142.7,15.4
Oakland,2021-05-20,22.4,77.45,95.4,15.0
Oakland,2021-08-31,31.3,53.69,203.3,16.0
Oakland,2021-03-09,18.0,68.61,170.1,16.0
Oakland,2021-07-10,28.2,70.07,187.1,16.0
Oakland,2021-07-27,32.6,51.39,130.3,15.9
Oakland,2021-09-04,30.5,59.39,168.3,16.0
Oakland,2021-10-10,26.0,66.84,176.3,15.7
Oakland,2021-02-13,-3.6,68.77,198.1,12.8
Oakland,2021-02-06,9.1,69.0,197.6,15.4
Oakland,2021-03-12,22.4,72.21,158.0,15.0
Oakland,2021-05-09,25.2,65.0,191.3,16.0
Oakland,2021-07-08,29.4,62.41,167.8,16.0
Oakland,2021-09-30,25.3,69.08,116.9,15.9
Oakland,2021-08-07,28.9,67.14,167.5,16.0
Oakland,2021-02-27,16.1,86.08,130.0,9.4
Oakland,2021-06-13,31.0,62.42,181.1,15.9
Oakland,2021-08-14,27.2,74.31,117.9,15.4
Oakland,2021-10-28,17.9,33.15,308.6,15.7
Fresno,2021-02-19,12.9,51.4,246.0,16.0
Fresno,2021-06-02,31.3,30.4,279.8,16.0
Fresno,2021-10-19,14.3,52.9,162.9,16.0
Fresno,2021-01-24,8.3,76.9,156.5,11.5
Fresno,2021-03-01,13.9,35.2,152.6,16.0
Fresno,2021-06-15,25.5,30.2,306.3,16.0
Fresno,2021-07-23,30.5,26.9,253.5,16.0
Fresno,2021-01-02,9.7,67.8,145.3,12.8
Fresno,2021-04-02,21.8,34.3,258.6,16.0
Fresno,2021-06-08,19.3,35.6,304.1,16.0
Fresno,2021-09-03,24.8,39.9,273.2,14.5
Fresno,2021-01-09,8.2,86.4,181.4,3.3
Fresno,2021-03-06,13.8,52.4,290.2,16.0
Fresno,2021-07-06,29.2,34.4,307.7,16.0
Fresno,2021-08-24,26.7,42.3,305.6,14.2
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Mcallen,2017-01-01,22.9,76.96,160.4,11.9
Tucson,2017-01-01,9.8,75.6,168.7,15.8
Tucson,2020-10-28,11.7,35.2,111.7,16.0
Tucson,2021-05-09,25.6,14.2,194.4,16.0
Tucson,2019-05-25,23.3,16.3,197.8,16.0
Tucson,2021-03-18,16.6,25.1,210.9,16.0
Tucson,2019-05-16,25.2,22.5,203.3,16.0
Tucson,2020-07-13,35.6,23.1,240.3,16.0
Tucson,2020-05-30,32.2,20.8,177.0,15.9
Tucson,2021-07-10,33.1,42.7,213.4,15.1
Tucson,2019-04-02,19.9,21.4,172.9,16.0
Tucson,2020-08-16,33.2,29.3,141.5,16.0
Tucson,2019-03-22,13.1,41.5,249.1,16.0
Tucson,2020-05-08,28.7,15.9,182.2,16.0
Tucson,2021-06-08,28.8,9.0,205.7,16.0
Tucson,2020-02-12,9.0,67.1,160.8,16.0
Tucson,2019-02-05,13.1,59.3,171.8,16.0
Tucson,2019-04-30,20.1,39.1,167.7,15.9
Tucson,2019-11-03,20.3,19.8,180.2,16.0
Tucson,2021-02-05,12.0,30.7,225.5,16.0
Tucson,2019-01-22,7.8,43.6,281.7,16.0
Tucson,2021-05-19,27.4,18.6,205.2,16.0
Tucson,2019-03-02,16.9,45.6,189.7,16.0
Tucson,2020-01-02,7.9,65.9,222.8,16.0
Tucson,2020-09-09,26.1,20.7,277.4,16.0
Tucson,2019-08-12,30.9,42.7,188.8,16.0
Tucson,2020-04-09,16.3,35.8,281.5,16.0
Tucson,2019-05-12,17.9,61.9,161.6,15.7
Tucson,2019-04-18,20.5,36.8,227.9,15.4
Tucson,2019-05-28,19.7,22.7,253.0,16.0
Tucson,2020-03-10,18.3,53.0,122.2,15.9
Tucson,2021-07-04,27.8,65.7,190.5,15.6
Tucson,2021-04-10,23.4,9.6,212.9,16.0
Tucson,2021-03-11,13.0,26.9,198.0,16.0
Tucson,2021-10-29,22.3,18.6,164.0,14.7
Tucson,2020-03-26,16.6,33.4,251.3,16.0
Tucson,2019-02-08,9.1,45.4,164.4,16.0
Tucson,2020-07-11,34.9,28.2,214.9,15.9
Tucson,2019-05-18,20.1,22.8,259.2,15.6
Tucson,2019-07-25,30.1,49.6,182.7,16.0
Tucson,2019-03-28,20.4,25.5,216.6,16.0
Tucson,2020-02-20,16.4,41.2,160.2,15.4
Tucson,2019-11-26,11.0,39.7,263.1,16.0
Tucson,2019-04-12,15.5,28.6,160.9,15.9
Tucson,2020-07-25,30.2,40.2,207.8,16.0
Tucson,2020-02-05,2.2,32.3,230.4,16.0
Tucson,2019-11-08,20.0,41.4,90.8,16.0
Tucson,2021-08-28,30.4,37.2,173.6,16.0
Tucson,2021-03-23,12.8,30.5,214.8,16.0
Tucson,2019-11-05,21.5,35.2,162.3,16.0
Tucson,2020-04-20,21.5,21.1,213.5,16.0
Tucson,2020-08-30,26.4,63.2,197.6,16.0
Tucson,2020-05-28,31.4,12.9,243.9,16.0
Tucson,2021-10-17,23.6,23.0,193.6,16.0
Tucson,2021-05-28,28.5,11.0,199.4,16.0
Tucson,2020-03-17,17.0,34.7,171.5,16.0
Tucson,2021-07-27,27.2,62.6,161.1,15.7
Tucson,2021-08-10,26.9,66.8,181.8,15.9
Tucson,2019-09-06,32.0,37.0,264.3,16.0
Tucson,2021-07-23,24.4,68.5,212.2,14.9
Tucson,2021-01-10,8.7,26.3,92.5,16.0
Tucson,2019-06-11,31.8,23.2,209.1,16.0
Tucson,2021-02-14,11.9,35.3,271.3,16.0
Tucson,2019-08-08,31.3,40.9,205.0,16.0
Tucson,2019-11-19,17.9,51.9,107.4,15.7
Tucson,2021-10-11,20.3,26.7,182.8,16.0
Tucson,2021-09-08,30.1,45.4,145.1,16.0
Tucson,2020-03-11,18.7,70.6,170.0,16.0
Tucson,2020-11-03,24.9,19.0,147.6,16.0
Tucson,2020-11-09,10.1,60.7,246.5,15.5
Tucson,2019-06-28,33.0,17.7,199.1,15.8
Tucson,2020-03-05,17.3,35.7,130.2,16.0
Tucson,2019-10-17,26.1,28.7,175.6,16.0
Tucson,2019-07-22,29.7,48.6,202.8,15.9
Tucson,2019-03-27,20.5,29.4,189.5,16.0
Tucson,2020-07-15,32.1,30.9,167.0,16.0
Tucson,2019-07-08,29.9,13.4,192.4,16.0
Tucson,2021-05-10,25.7,13.0,181.2,16.0
Tucson,2019-01-07,8.2,79.0,187.1,14.4
Tucson,2019-07-24,29.6,49.9,186.2,16.0
Tucson,2019-08-12,30.9,42.7,188.8,16.0
Tucson,2019-12-11,12.2,60.1,157.5,15.9
Tucson,2021-01-26,4.6,75.5,202.2,15.4
Tucson,2020-10-15,25.5,22.1,213.6,16.0
Tucson,2020-04-29,28.3,15.0,187.5,16.0
Tucson,2020-10-26,15.4,36.4,280.7,16.0
Tucson,2019-06-28,33.0,17.7,199.1,15.8
Tucson,2020-10-02,29.3,10.3,240.5,16.0
Tucson,2019-12-13,12.6,54.3,164.3,15.8
Tucson,2020-09-08,30.1,43.1,210.3,16.0
Tucson,2020-01-30,9.2,55.9,183.2,16.0
Tucson,2019-08-17,31.8,31.9,194.6,16.0
Tucson,2019-07-16,34.2,27.9,199.0,16.0
Tucson,2021-07-11,31.7,46.2,218.7,16.0
Tucson,2020-07-12,34.5,28.2,192.4,15.9
Tucson,2020-12-18,11.3,27.9,194.3,16.0
Tucson,2019-04-29,24.1,21.3,176.9,15.8
Tucson,2021-10-06,24.0,47.3,200.2,16.0
Tucson,2019-05-31,26.5,16.3,167.6,16.0
Tucson,2019-11-18,19.1,23.9,199.7,15.9
Tucson,2020-02-28,17.1,21.4,128.1,15.8
Tucson,2021-06-25,32.3,27.5,257.6,16.0
Tucson,2020-01-18,10.4,65.5,174.9,16.0
Tucson,2021-06-04,31.2,10.3,222.6,16.0
Tucson,2020-03-11,18.7,70.6,170.0,16.0
Tucson,2021-08-29,30.9,38.8,137.0,16.0
Tucson,2019-10-23,20.7,20.7,184.8,16.0
Tucson,2019-09-26,22.8,67.0,171.0,15.9
Tucson,2019-01-02,2.7,74.5,181.0,16.0
Tucson,2021-10-09,22.9,36.9,212.9,15.9
Tucson,2021-07-03,27.8,60.5,163.4,16.0
Tucson,2021-02-08,14.5,23.0,162.2,16.0
Tucson,2020-09-23,29.3,24.7,259.0,16.0
Tucson,2020-02-17,14.2,39.0,195.9,16.0
Tucson,2021-10-05,24.5,50.9,159.2,15.9
Tucson,2021-10-25,22.9,36.5,183.9,16.0
Tucson,2020-08-30,26.4,63.2,197.6,16.0
Tucson,2019-09-07,30.7,41.3,223.0,16.0
Tucson,2021-10-15,17.8,27.1,77.6,16.0
Tucson,2021-07-09,34.5,39.4,202.7,16.0
Tucson,2021-10-10,19.4,27.9,153.3,16.0
Tucson,2020-09-03,30.6,36.5,258.8,16.0
Tucson,2019-12-17,7.0,35.2,90.3,16.0
Tucson,2019-03-30,17.5,24.1,207.4,16.0
Tucson,2021-02-11,14.2,31.1,202.4,16.0
Tucson,2020-10-04,27.9,9.9,202.3,16.0
Tucson,2019-05-07,19.4,31.8,253.5,16.0
Tucson,2019-08-31,31.6,41.4,208.1,15.5
Tucson,2021-01-20,16.0,41.1,127.7,16.0
Tucson,2021-10-20,20.1,34.8,166.6,16.0
Tucson,2020-05-10,28.4,25.2,169.8,16.0
Tucson,2019-07-05,31.3,23.2,200.6,16.0
Tucson,2019-07-20,32.8,26.3,258.8,16.0
Tucson,2019-03-27,20.5,29.4,189.5,16.0
Tucson,2019-01-11,9.9,76.3,205.6,16.0
Tucson,2021-08-12,26.9,67.3,203.6,15.5
Tucson,2019-01-23,6.7,45.4,217.5,16.0
Tucson,2019-02-03,14.5,71.6,136.4,13.2
Tucson,2019-02-09,10.5,34.4,205.0,16.0
Tucson,2019-02-14,15.6,48.5,159.8,15.5
Tucson,2019-02-20,5.1,46.6,150.2,16.0
Tucson,2019-02-13,13.4,28.8,179.8,15.9
Tucson,2021-01-02,8.3,30.6,165.6,16.0
Tucson,2019-03-10,14.2,38.8,170.8,16.0
Tucson,2019-10-05,24.8,39.9,205.6,16.0
Tucson,2019-03-26,20.3,30.1,203.1,16.0
Tucson,2019-03-28,20.4,25.5,216.6,16.0
Tucson,2019-04-06,18.0,43.6,263.8,16.0
Tucson,2019-04-13,15.3,40.7,233.6,16.0
Tucson,2019-04-22,20.8,25.7,201.2,16.0
Tucson,2019-09-07,30.7,41.3,223.0,16.0
Tucson,2019-05-03,22.8,18.2,202.8,16.0
Tucson,2019-05-06,22.5,17.3,201.2,16.0
Tucson,2019-05-13,20.9,47.9,220.3,16.0
Tucson,2021-05-27,27.4,11.0,185.4,16.0
Tucson,2019-05-21,18.6,30.4,209.2,16.0
Tucson,2020-05-18,27.7,14.4,183.3,16.0
Tucson,2019-06-01,27.0,19.7,206.5,16.0
Tucson,2020-02-10,13.7,57.4,193.8,15.5
Tucson,2020-03-13,14.3,63.5,200.0,15.7
Tucson,2019-06-18,29.6,15.7,200.5,16.0
Tucson,2020-07-15,32.1,30.9,167.0,16.0
Tucson,2019-07-05,31.3,23.2,200.6,16.0
Tucson,2019-07-11,35.0,14.2,262.0,16.0
Tucson,2019-12-09,11.8,84.1,154.5,15.1
Tucson,2021-04-14,23.3,16.8,207.2,16.0
Tucson,2019-07-29,32.5,34.4,178.1,15.8
Tucson,2019-08-07,30.9,47.2,234.1,16.0
Tucson,2019-08-10,26.3,63.8,175.7,14.8
Tucson,2019-08-07,30.9,47.2,234.1,16.0
Tucson,2019-08-28,30.1,49.2,198.8,15.9
Tucson,2019-09-03,30.2,45.6,165.3,14.6
Tucson,2021-03-02,16.7,12.9,128.9,16.0
Tucson,2019-09-14,28.1,38.6,105.4,16.0
Tucson,2019-09-20,27.2,31.1,180.3,16.0
Tucson,2020-08-30,26.4,63.2,197.6,16.0
Tucson,2020-03-03,11.9,59.7,226.9,16.0
Tucson,2019-10-07,26.0,32.1,156.8,16.0
Tucson,2019-10-14,22.7,35.7,196.0,16.0
Tucson,2019-10-18,22.3,36.6,257.9,16.0
Tucson,2021-04-16,20.0,12.7,229.0,16.0
Tucson,2020-02-19,15.6,41.1,185.6,15.9
Tucson,2020-01-22,11.3,79.5,259.4,14.9
Tucson,2019-11-07,19.2,39.3,198.6,16.0
Tucson,2019-11-17,18.8,28.2,144.6,16.0
Tucson,2021-10-08,25.0,28.0,181.2,16.0
Tucson,2019-11-30,8.1,66.8,161.3,15.9
Tucson,2020-09-29,29.6,15.4,123.2,16.0
Tucson,2019-12-06,14.2,62.5,163.1,16.0
Tucson,2019-12-10,12.0,74.9,150.3,14.4
Tucson,2019-12-13,12.6,54.3,164.3,15.8
Tucson,2019-12-15,12.7,53.8,247.3,16.0
Tucson,2020-12-20,10.1,32.6,117.9,16.0
Tucson,2019-12-27,6.7,80.5,222.3,15.3
Tucson,2019-12-27,6.7,80.5,222.3,15.3
Tucson,2020-08-24,34.1,24.5,167.3,16.0
Tucson,2020-01-09,10.4,39.4,197.5,16.0
Tucson,2020-01-11,7.5,50.8,108.8,16.0
Tucson,2021-02-28,9.8,14.6,282.2,16.0
Tucson,2021-08-12,26.9,67.3,203.6,15.5
Tucson,2020-09-22,29.7,25.7,242.1,16.0
Tucson,2020-02-02,15.7,24.9,156.4,16.0
Tucson,2020-02-02,15.7,24.9,156.4,16.0
Tucson,2020-02-14,12.6,47.5,177.5,16.0
Tucson,2020-02-21,17.2,39.4,105.7,16.0
Tucson,2020-02-23,11.0,63.7,277.0,16.0
Tucson,2020-03-07,19.6,31.6,145.6,16.0
Tucson,2020-03-02,13.3,43.9,197.4,16.0
Tucson,2020-03-05,17.3,35.7,130.2,16.0
Tucson,2020-03-16,16.8,35.3,167.7,16.0
Tucson,2020-06-05,31.7,17.9,201.8,16.0
Tucson,2020-03-17,17.0,34.7,171.5,16.0
Tucson,2020-03-27,10.9,38.8,300.5,15.8
Tucson,2020-04-14,17.9,29.6,232.5,16.0
Tucson,2020-04-24,25.3,20.0,241.5,15.8
Tucson,2020-05-03,27.2,18.4,204.6,16.0
Tucson,2020-05-16,26.7,19.8,210.4,16.0
Tucson,2020-05-23,25.2,16.2,198.5,16.0
Tucson,2020-06-19,28.9,8.9,198.0,16.0
Tucson,2020-06-29,30.1,22.1,223.6,15.9
Tucson,2020-07-04,32.9,29.5,226.0,16.0
Tucson,2020-07-05,33.7,25.1,256.6,16.0
Tucson,2021-05-05,26.1,13.4,179.6,16.0
Tucson,2020-07-30,35.2,28.0,246.8,16.0
Tucson,2020-08-11,33.0,30.2,233.0,16.0
Tucson,2020-08-20,32.2,38.4,193.8,15.1
Tucson,2020-08-26,32.4,26.7,167.6,16.0
Tucson,2020-09-12,25.5,31.2,102.2,16.0
Tucson,2020-09-26,29.3,21.1,214.0,16.0
Tucson,2021-05-13,28.0,9.0,205.5,15.9
Tucson,2020-10-23,24.4,28.8,178.7,16.0
Tucson,2021-09-09,31.3,30.8,120.0,16.0
Tucson,2020-11-02,25.7,16.9,115.2,16.0
Tucson,2020-12-02,10.7,19.7,180.0,16.0
Tucson,2020-11-18,23.7,21.2,178.4,16.0
Tucson,2021-02-12,14.9,31.2,216.1,16.0
Tucson,2021-06-27,33.8,14.3,203.5,16.0
Tucson,2020-12-04,9.9,20.3,162.1,16.0
Tucson,2020-12-13,10.1,34.3,185.6,16.0
Tucson,2020-12-23,11.2,23.1,215.9,16.0
Tucson,2021-07-30,27.1,61.2,172.0,15.9
Tucson,2021-01-08,12.7,17.7,198.9,16.0
Tucson,2021-06-01,28.9,16.8,109.3,15.9
Tucson,2021-01-21,13.7,70.6,150.7,15.9
Tucson,2021-01-14,11.9,17.6,205.4,16.0
Tucson,2021-02-12,14.9,31.2,216.1,16.0
Tucson,2021-02-18,9.1,23.3,245.4,16.0
Tucson,2021-03-05,16.7,28.4,109.0,15.9
Tucson,2021-03-10,13.3,28.4,193.2,16.0
Tucson,2021-03-16,9.9,40.2,249.3,16.0
Tucson,2021-03-28,18.8,22.1,106.8,16.0
Tucson,2021-04-08,23.6,11.0,225.3,16.0
Tucson,2021-04-21,23.2,11.2,194.1,16.0
Tucson,2021-04-23,19.2,21.1,241.7,16.0
Tucson,2021-05-10,25.7,13.0,181.2,16.0
Tucson,2021-05-13,28.0,9.0,205.5,15.9
Tucson,2021-05-22,22.7,10.3,233.0,16.0
Tucson,2021-06-06,30.8,12.5,195.8,16.0
Tucson,2021-06-07,29.6,10.7,184.6,16.0
Tucson,2021-06-18,37.3,9.5,171.1,16.0
Tucson,2021-06-22,31.7,23.1,245.3,16.0
Tucson,2021-07-03,27.8,60.5,163.4,16.0
Tucson,2021-07-12,31.7,43.4,249.8,15.5
Tucson,2021-07-19,30.1,50.8,188.8,16.0
Tucson,2021-07-27,27.2,62.6,161.1,15.7
Tucson,2021-08-02,30.8,48.8,171.3,16.0
Tucson,2021-08-11,25.8,69.9,170.5,15.9
Tucson,2021-08-20,28.1,51.0,175.9,16.0
Tucson,2021-08-30,29.4,45.5,164.0,15.8
Tucson,2021-09-04,30.7,45.2,192.4,16.0
Tucson,2021-09-13,29.9,31.0,191.5,16.0
Tucson,2021-09-26,21.9,66.9,206.2,15.4
Tucson,2021-10-05,24.5,50.9,159.2,15.9
Tucson,2021-10-10,19.4,27.9,153.3,16.0
Tucson,2021-10-21,21.5,28.5,181.0,16.0
Tucson,2021-10-28,18.1,25.4,160.8,15.6
Madera,2020-02-24,10.4,76.1,208.7,12.9
Madera,2020-02-24,10.4,76.1,208.7,12.9
Madera,2020-01-16,7.4,80.0,151.1,12.8
Madera,2020-02-24,10.4,76.1,208.7,12.9
Madera,2020-04-28,22.6,59.4,237.7,16.0
Madera,2020-11-29,7.2,62.4,151.7,14.5
Madera,2020-05-29,25.0,48.6,279.8,15.9
Madera,2020-07-27,27.8,41.7,292.4,16.0
Madera,2020-09-22,24.2,44.1,281.1,15.0
Madera,2021-03-15,7.2,81.0,224.6,14.5
Madera,2021-04-04,14.6,63.4,309.0,16.0
Madera,2021-05-14,22.0,49.0,303.7,15.1
Madera,2021-07-10,33.5,28.1,292.4,16.0
Madera,2021-08-20,23.7,54.5,236.2,8.0
Madera,2021-10-07,18.4,43.1,301.9,16.0
Madera,2021-03-30,13.7,55.8,279.3,16.0
Madera,2021-01-17,16.9,57.9,141.1,4.7
Madera,2021-02-13,11.4,76.5,271.3,15.6
Las Vegas,2019-01-02,2.8,26.3,148.3,15.9
Las Vegas,2019-01-02,2.8,26.3,148.3,15.9
Las Vegas,2019-01-04,5.1,38.3,229.4,16.0
Las Vegas,2019-01-06,7.9,81.5,122.0,13.8
Las Vegas,2019-01-07,9.6,70.3,106.8,16.0
Las Vegas,2019-01-08,10.1,65.9,191.5,16.0
Las Vegas,2019-01-10,10.2,59.6,235.5,16.0
Las Vegas,2019-01-12,9.8,41.7,248.6,16.0
Las Vegas,2019-01-14,8.8,55.4,191.8,14.9
Las Vegas,2019-01-16,11.1,79.1,124.8,15.9
Las Vegas,2019-01-18,11.8,58.7,172.6,16.0
Las Vegas,2019-01-20,9.8,61.5,171.7,16.0
Las Vegas,2019-01-21,10.9,41.4,292.3,16.0
Las Vegas,2019-01-23,6.8,34.2,149.8,16.0
Las Vegas,2019-01-25,10.8,35.9,192.8,16.0
Las Vegas,2019-01-27,11.8,40.0,242.3,16.0
Las Vegas,2019-01-29,13.7,36.2,191.0,16.0
Las Vegas,2019-01-30,12.2,36.8,153.5,16.0
Las Vegas,2019-02-01,12.1,42.0,188.4,16.0
Las Vegas,2019-02-03,12.3,49.9,187.9,16.0
Las Vegas,2019-02-05,8.3,49.5,221.8,16.0
Las Vegas,2019-02-06,5.6,30.6,302.3,16.0
Las Vegas,2019-02-07,4.5,35.0,156.5,16.0
Las Vegas,2019-02-09,7.1,46.7,212.3,16.0
Las Vegas,2019-02-12,5.8,39.6,183.6,15.9
Las Vegas,2019-02-15,10.1,53.4,208.2,16.0
Las Vegas,2019-02-16,8.6,49.4,257.6,16.0
Las Vegas,2019-02-18,5.4,52.1,313.7,15.9
Las Vegas,2019-02-20,3.3,58.6,165.0,14.9
Las Vegas,2019-02-22,5.5,42.7,306.7,16.0
Las Vegas,2019-02-24,6.9,47.6,186.5,16.0
Las Vegas,2019-02-26,12.8,41.1,107.3,16.0
Las Vegas,2019-02-28,18.0,41.0,186.0,16.0
Las Vegas,2019-03-01,17.3,33.2,217.5,16.0
Las Vegas,2019-03-03,15.7,49.6,229.4,16.0
Las Vegas,2019-03-04,14.7,49.6,160.7,16.0
Las Vegas,2019-03-06,14.0,68.4,149.1,15.6
Las Vegas,2019-03-09,10.1,36.5,186.0,16.0
Las Vegas,2019-03-11,12.6,46.2,211.2,16.0
Las Vegas,2019-03-12,13.5,61.2,200.8,15.8
Las Vegas,2019-03-13,10.8,28.7,323.0,16.0
Las Vegas,2019-03-14,10.5,24.4,224.5,16.0
Las Vegas,2019-03-17,16.7,26.8,209.0,16.0
Las Vegas,2019-03-18,17.5,28.2,183.9,16.0
Las Vegas,2019-03-21,12.9,55.2,230.4,16.0
Las Vegas,2019-03-22,14.6,43.8,264.6,16.0
Las Vegas,2019-03-24,16.6,31.1,182.0,16.0
Las Vegas,2019-03-26,18.8,23.5,201.5,16.0
Las Vegas,2019-03-27,19.3,18.3,171.5,15.9
Las Vegas,2019-03-29,16.8,21.6,211.7,16.0
Las Vegas,2019-03-30,16.2,20.6,112.2,16.0
Las Vegas,2019-04-01,17.8,21.9,160.5,16.0
Las Vegas,2019-04-02,21.0,20.3,192.2,16.0
Las Vegas,2019-04-04,19.8,28.7,186.5,16.0
Las Vegas,2019-04-05,19.5,30.5,190.8,16.0
Las Vegas,2019-04-07,21.4,25.4,170.2,16.0
Las Vegas,2019-04-09,23.5,20.0,239.9,15.9
Las Vegas,2019-04-09,23.5,20.0,239.9,15.9
Las Vegas,2019-04-10,16.6,17.7,289.0,16.0
Las Vegas,2019-04-11,17.0,19.7,254.8,16.0
Las Vegas,2019-04-13,17.2,29.4,157.1,16.0
Las Vegas,2019-04-14,20.4,23.4,217.2,16.0
Las Vegas,2019-04-17,18.7,36.2,270.3,16.0
Las Vegas,2019-04-18,22.3,26.8,172.0,16.0
Las Vegas,2019-04-21,21.5,28.9,278.3,16.0
Las Vegas,2019-04-22,21.1,28.5,260.2,16.0
Las Vegas,2019-04-25,27.7,20.2,213.1,16.0
Las Vegas,2019-04-28,27.7,14.6,197.2,16.0
Las Vegas,2019-04-29,20.5,44.5,181.3,15.5
Las Vegas,2019-04-30,19.1,48.7,158.4,16.0
Las Vegas,2019-05-01,19.0,23.7,173.9,16.0
Las Vegas,2019-05-03,23.1,21.7,178.3,16.0
Las Vegas,2019-05-05,25.2,15.6,187.2,16.0
Las Vegas,2019-05-06,22.9,24.1,161.3,16.0
Las Vegas,2019-05-08,23.7,33.3,119.6,16.0
Las Vegas,2019-05-09,20.8,38.6,115.2,15.7
Las Vegas,2019-05-10,18.0,58.7,195.5,15.6
Las Vegas,2019-05-12,24.6,29.8,182.0,16.0
Las Vegas,2019-05-13,26.5,26.3,220.4,16.0
Las Vegas,2019-05-14,27.7,19.9,197.0,16.0
Las Vegas,2019-05-16,21.1,25.9,217.9,16.0
Las Vegas,2019-05-17,17.9,29.0,222.3,16.0
Las Vegas,2019-05-19,19.1,32.3,222.3,16.0
Las Vegas,2019-05-20,17.4,31.1,277.1,16.0
Las Vegas,2019-05-21,17.8,29.9,226.3,16.0
Las Vegas,2019-05-23,15.9,51.4,170.4,16.0
Las Vegas,2019-05-24,20.1,37.6,153.0,16.0
Las Vegas,2019-05-26,20.6,28.5,194.8,16.0
Las Vegas,2019-05-28,21.0,35.3,216.4,16.0
Las Vegas,2019-05-30,25.2,30.0,185.8,16.0
Las Vegas,2019-06-01,27.3,18.7,156.1,16.0
Las Vegas,2019-06-03,27.9,17.3,183.7,16.0
Las Vegas,2019-06-05,32.4,17.2,191.7,16.0
Las Vegas,2019-06-07,31.2,14.5,210.4,16.0
Las Vegas,2019-06-08,27.8,16.7,221.7,16.0
Las Vegas,2019-06-09,27.4,10.7,131.5,16.0
